id,user_id,date,status
594,4,2020-04-28,returned
595,50,2020-04-29,return_pending
596,92,2020-04-30,placed
597,32,2020-05-28,returned
598,82,2020-05-29,placed
599,94,2020-05-30,return_pending
600,86,2020-05-31,return_pending
601,86,2020-06-27,return_pending
602,42,2020-06-28,shipped
603,21,2020-06-29,return_pending
604,11,2020-06-30,placed
605,58,2020-07-27,returned
606,23,2020-07-28,shipped
607,57,2020-07-29,placed
608,6,2020-07-30,returned
609,87,2020-07-31,returned
610,45,2020-08-26,returned
611,91,2020-08-27,shipped
612,12,2020-08-28,return_pending
613,12,2020-08-29,return_pending
614,40,2020-08-30,return_pending
615,69,2020-08-31,return_pending
616,52,2020-09-25,returned
617,37,2020-09-26,placed
618,75,2020-09-27,return_pending
619,5,2020-09-28,shipped
620,34,2020-09-29,shipped
621,21,2020-09-30,completed
622,90,2020-10-25,completed
623,3,2020-10-26,placed
624,72,2020-10-27,placed
625,43,2020-10-28,placed
626,87,2020-10-29,shipped
627,85,2020-10-30,return_pending
628,31,2020-10-31,return_pending
629,24,2020-11-24,return_pending
630,63,2020-11-25,returned
631,65,2020-11-26,return_pending
632,29,2020-11-27,completed
633,45,2020-11-28,returned
634,96,2020-11-29,shipped
635,30,2020-11-30,placed
636,43,2020-12-24,placed
637,31,2020-12-25,completed
638,14,2020-12-26,returned
639,31,2020-12-27,returned
640,63,2020-12-28,completed
641,53,2020-12-29,return_pending
642,77,2020-12-30,return_pending
643,26,2020-12-31,shipped
644,21,2021-01-23,shipped
645,70,2021-01-24,completed
646,79,2021-01-25,shipped
647,78,2021-01-26,returned
648,23,2021-01-27,placed
649,20,2021-01-28,return_pending
650,39,2021-01-29,placed
651,85,2021-01-30,returned
652,16,2021-01-31,placed
653,44,2021-02-22,return_pending
654,32,2021-02-23,returned
655,54,2021-02-24,shipped
656,4,2021-02-25,placed
657,77,2021-02-26,shipped
658,30,2021-02-27,completed
659,84,2021-02-28,return_pending
660,19,2021-03-24,placed
661,20,2021-03-25,return_pending
662,3,2021-03-26,shipped
663,18,2021-03-27,returned
664,93,2021-03-28,placed
665,18,2021-03-29,shipped
666,57,2021-03-30,placed
667,82,2021-03-31,return_pending
668,91,2021-04-23,placed
669,15,2021-04-24,returned
670,99,2021-04-25,returned
671,71,2021-04-26,returned
672,54,2021-04-27,shipped
673,77,2021-04-28,returned
674,6,2021-04-29,shipped
675,77,2021-04-30,returned
676,79,2021-05-23,completed
677,92,2021-05-24,returned
678,20,2021-05-25,completed
679,6,2021-05-26,placed
680,50,2021-05-27,returned
681,72,2021-05-28,returned
682,21,2021-05-29,return_pending
683,30,2021-05-30,shipped
684,58,2021-05-31,placed
685,22,2021-06-22,completed
686,4,2021-06-23,placed
687,23,2021-06-24,return_pending
688,82,2021-06-25,return_pending
689,66,2021-06-26,completed
690,30,2021-06-27,completed
691,73,2021-06-28,completed
692,65,2021-06-29,return_pending
693,47,2021-06-30,return_pending
694,78,2021-07-22,completed
695,5,2021-07-23,placed
696,76,2021-07-24,return_pending
697,16,2021-07-25,returned
698,37,2021-07-26,placed
699,26,2021-07-27,returned
700,82,2021-07-28,shipped
701,95,2021-07-29,shipped
702,30,2021-07-30,completed
703,14,2021-07-31,placed
704,50,2021-08-21,completed
705,29,2021-08-22,return_pending
706,40,2021-08-23,placed
707,12,2021-08-24,return_pending
708,76,2021-08-25,completed
709,22,2021-08-26,return_pending
710,85,2021-08-27,placed
711,26,2021-08-28,return_pending
712,34,2021-08-29,return_pending
713,74,2021-08-30,placed
714,99,2021-08-31,placed
715,94,2021-09-20,return_pending
716,39,2021-09-21,returned
717,81,2021-09-22,returned
718,22,2021-09-23,placed
719,31,2021-09-24,returned
720,16,2021-09-25,returned
721,52,2021-09-26,placed
722,36,2021-09-27,completed
723,7,2021-09-28,placed
724,23,2021-09-29,completed
725,73,2021-09-30,completed
726,37,2021-10-20,completed
727,93,2021-10-21,return_pending
728,11,2021-10-22,shipped
729,17,2021-10-23,placed
730,48,2021-10-24,returned
731,48,2021-10-25,placed
732,88,2021-10-26,shipped
733,54,2021-10-27,returned
734,27,2021-10-28,completed
735,41,2021-10-29,return_pending
736,69,2021-10-30,return_pending
737,7,2021-10-31,shipped
738,73,2021-11-19,return_pending
739,9,2021-11-20,returned
740,70,2021-11-21,shipped
741,24,2021-11-22,placed
742,32,2021-11-23,completed
743,43,2021-11-24,return_pending
744,43,2021-11-25,shipped
745,39,2021-11-26,placed
746,86,2021-11-27,return_pending
747,12,2021-11-28,returned
748,43,2021-11-29,return_pending
749,57,2021-11-30,shipped
750,22,2021-12-19,shipped
751,95,2021-12-20,return_pending
752,52,2021-12-21,completed
753,4,2021-12-22,return_pending
754,2,2021-12-23,placed
755,38,2021-12-24,return_pending
756,19,2021-12-25,shipped
757,6,2021-12-26,completed
758,34,2021-12-27,return_pending
759,33,2021-12-28,completed
760,58,2021-12-29,completed
761,20,2021-12-30,return_pending
762,9,2021-12-31,returned
763,53,2022-01-18,shipped
764,67,2022-01-19,completed
765,43,2022-01-20,completed
766,62,2022-01-21,completed
767,2,2022-01-22,return_pending
768,88,2022-01-23,returned
769,68,2022-01-24,return_pending
770,9,2022-01-25,placed
771,37,2022-01-26,placed
772,38,2022-01-27,completed
773,32,2022-01-28,return_pending
774,70,2022-01-29,return_pending
775,13,2022-01-30,shipped
776,29,2022-01-31,return_pending
777,45,2022-02-17,placed
778,60,2022-02-18,return_pending
779,47,2022-02-19,returned
780,33,2022-02-20,completed
781,24,2022-02-21,return_pending
782,33,2022-02-22,placed
783,82,2022-02-23,placed
784,26,2022-02-24,returned
785,52,2022-02-25,placed
786,89,2022-02-26,placed
787,47,2022-02-27,shipped
788,20,2022-02-28,return_pending
789,95,2022-03-19,completed
790,97,2022-03-20,shipped
791,23,2022-03-21,shipped
792,70,2022-03-22,shipped
793,38,2022-03-23,shipped
794,80,2022-03-24,returned
795,57,2022-03-25,completed
796,6,2022-03-26,shipped
797,27,2022-03-27,shipped
798,98,2022-03-28,shipped
799,30,2022-03-29,placed
800,51,2022-03-30,placed
801,57,2022-03-31,return_pending
802,98,2022-04-18,returned
803,46,2022-04-19,placed
804,51,2022-04-20,placed
805,45,2022-04-21,shipped
806,76,2022-04-22,completed
807,76,2022-04-23,shipped
808,73,2022-04-24,completed
809,22,2022-04-25,returned
810,38,2022-04-26,placed
811,94,2022-04-27,shipped
812,76,2022-04-28,placed
813,2,2022-04-29,placed
814,85,2022-04-30,shipped
815,71,2022-05-18,shipped
816,77,2022-05-19,returned
817,3,2022-05-20,completed
818,91,2022-05-21,returned
819,94,2022-05-22,returned
820,28,2022-05-23,shipped
821,89,2022-05-24,returned
822,32,2022-05-25,shipped
823,78,2022-05-26,return_pending
824,1,2022-05-27,return_pending
825,65,2022-05-28,placed
826,31,2022-05-29,shipped
827,27,2022-05-30,placed
828,37,2022-05-31,shipped
829,47,2022-06-17,return_pending
830,35,2022-06-18,completed
831,93,2022-06-19,shipped
832,14,2022-06-20,return_pending
833,55,2022-06-21,shipped
834,43,2022-06-22,return_pending
835,80,2022-06-23,return_pending
836,80,2022-06-24,completed
837,70,2022-06-25,return_pending
838,89,2022-06-26,shipped
839,53,2022-06-27,shipped
840,89,2022-06-28,return_pending
841,3,2022-06-29,returned
842,90,2022-06-30,placed
843,1,2022-07-17,shipped
844,39,2022-07-18,shipped
845,60,2022-07-19,shipped
846,9,2022-07-20,returned
847,16,2022-07-21,completed
848,25,2022-07-22,returned
849,75,2022-07-23,return_pending
850,22,2022-07-24,return_pending
851,17,2022-07-25,return_pending
852,22,2022-07-26,returned
853,26,2022-07-27,returned
854,57,2022-07-28,return_pending
855,52,2022-07-29,placed
856,63,2022-07-30,placed
857,33,2022-07-31,returned
858,47,2022-08-16,completed
859,6,2022-08-17,shipped
860,69,2022-08-18,returned
861,32,2022-08-19,returned
862,94,2022-08-20,return_pending
863,83,2022-08-21,return_pending
864,31,2022-08-22,returned
865,90,2022-08-23,returned
866,6,2022-08-24,placed
867,36,2022-08-25,shipped
868,6,2022-08-26,returned
869,93,2022-08-27,return_pending
870,41,2022-08-28,completed
871,55,2022-08-29,completed
872,15,2022-08-30,return_pending
873,22,2022-08-31,completed
874,72,2022-09-15,shipped
875,84,2022-09-16,returned
876,20,2022-09-17,returned
877,77,2022-09-18,completed
878,38,2022-09-19,returned
879,41,2022-09-20,shipped
880,8,2022-09-21,completed
881,26,2022-09-22,return_pending
882,93,2022-09-23,placed
883,43,2022-09-24,completed
884,87,2022-09-25,returned
885,53,2022-09-26,placed
886,97,2022-09-27,return_pending
887,100,2022-09-28,completed
888,68,2022-09-29,shipped
889,5,2022-09-30,returned
890,39,2022-10-15,shipped
891,81,2022-10-16,shipped
892,22,2022-10-17,placed
893,12,2022-10-18,return_pending
894,63,2022-10-19,shipped
895,73,2022-10-20,return_pending
896,44,2022-10-21,placed
897,28,2022-10-22,placed
898,15,2022-10-23,shipped
899,85,2022-10-24,return_pending
900,75,2022-10-25,shipped
901,97,2022-10-26,return_pending
902,87,2022-10-27,completed
903,54,2022-10-28,shipped
904,96,2022-10-29,placed
905,79,2022-10-30,shipped
906,69,2022-10-31,return_pending
907,6,2022-11-14,placed
908,9,2022-11-15,returned
909,44,2022-11-16,shipped
910,48,2022-11-17,placed
911,17,2022-11-18,shipped
912,2,2022-11-19,shipped
913,26,2022-11-20,shipped
914,40,2022-11-21,shipped
915,44,2022-11-22,return_pending
916,92,2022-11-23,returned
917,29,2022-11-24,completed
918,18,2022-11-25,returned
919,4,2022-11-26,placed
920,70,2022-11-27,placed
921,41,2022-11-28,shipped
922,92,2022-11-29,shipped
923,94,2022-11-30,completed
924,80,2022-12-14,shipped
925,85,2022-12-15,placed
926,5,2022-12-16,return_pending
927,98,2022-12-17,return_pending
928,4,2022-12-18,returned
929,46,2022-12-19,shipped
930,81,2022-12-20,completed
931,96,2022-12-21,return_pending
932,18,2022-12-22,placed
933,58,2022-12-23,returned
934,9,2022-12-24,completed
935,46,2022-12-25,return_pending
936,78,2022-12-26,completed
937,44,2022-12-27,shipped
938,66,2022-12-28,return_pending
939,91,2022-12-29,shipped
940,36,2022-12-30,return_pending
941,2,2022-12-31,returned
942,43,2023-01-13,shipped
943,70,2023-01-14,completed
944,79,2023-01-15,placed
945,55,2023-01-16,returned
946,55,2023-01-17,placed
947,87,2023-01-18,return_pending
948,70,2023-01-19,return_pending
949,67,2023-01-20,returned
950,13,2023-01-21,return_pending
951,16,2023-01-22,returned
952,4,2023-01-23,placed
953,7,2023-02-12,returned
954,84,2023-02-13,completed
955,29,2023-02-14,shipped
956,20,2023-02-15,shipped
957,64,2023-02-16,completed
958,68,2023-02-17,completed
959,62,2023-02-18,completed
960,4,2023-02-19,completed
961,28,2023-02-20,returned
962,79,2023-02-21,completed
963,69,2023-02-22,returned
964,68,2023-02-23,completed
965,70,2023-02-24,returned
966,95,2023-02-25,return_pending
967,31,2023-02-26,shipped
968,85,2023-02-27,completed
969,22,2023-02-28,shipped
970,46,2023-03-14,returned
971,43,2023-03-15,shipped
972,75,2023-03-16,placed
973,26,2023-03-17,shipped
974,63,2023-03-18,returned
975,55,2023-03-19,return_pending
976,93,2023-03-20,shipped
977,61,2023-03-21,return_pending
978,11,2023-03-22,shipped
979,29,2023-03-23,placed
980,78,2023-03-24,return_pending
981,39,2023-03-25,placed
982,2,2023-03-26,shipped
983,75,2023-03-27,placed
984,22,2023-03-28,placed
985,20,2023-03-29,returned
986,86,2023-03-30,return_pending
987,1,2023-03-31,returned
988,27,2023-04-13,placed
989,36,2023-04-14,shipped
990,86,2023-04-15,return_pending
991,41,2023-04-16,completed
992,67,2023-04-17,shipped
993,76,2023-04-18,completed
994,78,2023-04-19,return_pending
995,29,2023-04-20,return_pending
996,55,2023-04-21,completed
997,25,2023-04-22,placed
998,61,2023-04-23,completed
999,42,2023-04-24,completed
1000,59,2023-04-25,returned
1001,24,2023-04-26,completed
1002,54,2023-04-27,return_pending
1003,78,2023-04-28,return_pending
1004,24,2023-04-29,shipped
1005,79,2023-04-30,shipped
1006,91,2023-05-13,return_pending
1007,47,2023-05-14,placed
1008,94,2023-05-15,returned
1009,60,2023-05-16,placed
1010,83,2023-05-17,placed
1011,20,2023-05-18,shipped
1012,33,2023-05-19,completed
1013,91,2023-05-20,placed
1014,6,2023-05-21,placed
1015,58,2023-05-22,shipped
1016,5,2023-05-23,shipped
1017,100,2023-05-24,completed
1018,36,2023-05-25,returned
1019,30,2023-05-26,completed
1020,45,2023-05-27,shipped
1021,49,2023-05-28,returned
1022,41,2023-05-29,returned
1023,4,2023-05-30,completed
1024,96,2023-05-31,return_pending
1025,79,2023-06-12,placed
1026,89,2023-06-13,return_pending
1027,99,2023-06-14,return_pending
1028,89,2023-06-15,completed
1029,83,2023-06-16,placed
1030,55,2023-06-17,shipped
1031,69,2023-06-18,returned
1032,50,2023-06-19,placed
1033,35,2023-06-20,placed
1034,79,2023-06-21,completed
1035,51,2023-06-22,placed
1036,100,2023-06-23,return_pending
1037,22,2023-06-24,return_pending
1038,91,2023-06-25,shipped
1039,61,2023-06-26,completed
1040,97,2023-06-27,return_pending
1041,16,2023-06-28,placed
1042,34,2023-06-29,return_pending
1043,44,2023-06-30,shipped
1044,75,2023-07-12,completed
1045,18,2023-07-13,completed
1046,100,2023-07-14,placed
1047,42,2023-07-15,placed
1048,26,2023-07-16,shipped
1049,77,2023-07-17,shipped
1050,5,2023-07-18,completed
1051,70,2023-07-19,placed
1052,99,2023-07-20,placed
1053,58,2023-07-21,return_pending
